rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
340,Air Force,MWC,19-Mar,94.23117,357,111.5593,243,0.125509,340,3.796829,27.20317,0.796829,19.20317,0-11,0.573339,0.420258,0.72642,0.605381,0.420258,0.707199,0.789196,0.905158,110.9683,107.4283,111.5026,106.5762,90.95303,111.8979,99.42304,118.4327,0.117944,6,-0.01473,617,894,730.0625,0.845133,1.224553,0.683708,0,-13.3704,351,220,65.19706
341,Niagara,MAAC,17-Jun,98.81158,336,117.0936,319,0.124311,341,8.133027,21.86697,5.133027,14.86697,10-Mar,0.328647,0.367095,0.299072,0.320409,0.367095,0.297066,0.907512,0.828915,104.8058,111.6152,104.3287,111.7273,97.77389,116.7358,97.87031,117.4211,0.10964,2,-0.0605,797,899,797.4125,0.999483,1.127396,0.293341,0.230769,-13.8476,354,307,62.04819
342,Jackson St.,SWAC,16-Jun,99.50343,325,118.3106,330,0.120162,342,9.858755,21.14125,8.858755,9.141245,4-May,0.479488,0.651498,0.231028,0.394082,0.651498,0.20817,0.81655,0.609141,109.7581,108.2691,106.6851,110.2966,102.694,119.2236,93.38543,120.4583,0.050809,7,0.058036,702,732,656.225,1.069755,1.115471,0.185313,0.555556,-9.59744,281,57,69.84133
343,North Alabama,ASun,13-Jul,100.206,316,119.2171,341,0.119438,343,9.424364,19.57564,4.424364,13.57564,7-Feb,0.355695,0.425213,0.270728,0.353704,0.425213,0.310004,0.897691,0.832264,108.1251,112.6263,107.9187,113.3076,99.27033,122.3814,112.4712,120.2921,0.31581,1,0.046725,637,723,595.2875,1.070071,1.214539,0.34928,0.222222,-9.94239,294,73,65.51342
344,Maryland Eastern Shore,MEAC,15-Aug,95.65296,355,113.8028,272,0.119412,344,13.06921,18.93079,9.069213,5.930787,2-Apr,0.380676,0.470417,0.12641,0.305529,0.470417,0.118656,0.862084,0.756488,106.6195,110.2523,103.3774,112.2227,94.01461,112.5263,89.61653,106.3051,0.123046,5,0.012774,399,373,388.4,1.027291,0.96035,0.113486,0.666667,-9.83019,287,150,63.06517
345,North Carolina Central,MEAC,12-Aug,99.89383,320,118.9566,339,0.118315,345,12.93104,16.06896,8.931036,5.068964,1-Apr,0.3699,0.453416,0.11935,0.292844,0.453416,0.120802,0.867247,0.760626,108.1152,109.2321,103.521,111.7746,106.1023,124.9436,103.1353,122.0617,0.125914,4,-0.0053,380,368,331.825,1.145182,1.109018,0.121609,0.8,-7.57104,232,197,66.33369
346,Canisius,MAAC,16-Aug,96.69833,348,115.1771,293,0.118047,346,10.0559,20.9441,5.055904,14.9441,10-Mar,0.339179,0.38542,0.300051,0.328828,0.38542,0.297702,0.921994,0.877057,104.8675,112.0345,104.3919,112.045,97.2452,116.7281,0,0,0,0,0.026392,842,938,838.35,1.004354,1.118864,0.293341,0.230769,-13.038,349,104,63.52319
347,The Citadel,SC,15-Aug,99.06166,333,118.4837,332,0.113158,347,9.793711,21.20629,6.793711,11.20629,5-May,0.324778,0.332291,0.315011,0.328195,0.332291,0.325236,0.92002,0.900013,107.3774,113.777,107.4231,114.0101,99.73069,116.0359,0,0,0,0,-0.00539,708,765,666.25,1.062664,1.148218,0.338017,0.5,-12.245,337,198,63.63779
348,Alcorn St.,SWAC,17-Apr,98.05341,346,117.5067,323,0.110927,348,7.970364,22.02964,6.970364,11.02964,6-Mar,0.490633,0.679433,0.238899,0.397302,0.679433,0.209214,0.851899,0.680478,108.607,108.1057,105.7396,110.3787,98.33328,119.1489,98.37551,126.2182,0.053858,4,0.024894,622,674,605.6,1.027081,1.112946,0.179529,0.333333,-11.6189,329,106,68.55751
349,Rider,MAAC,18-Mar,98.99659,334,119.3269,342,0.104519,349,5.257324,23.74268,4.257324,15.74268,10-Feb,0.413652,0.52375,0.331078,0.388408,0.52375,0.327503,0.855418,0.679358,107.963,110.0658,106.3081,110.2434,102.8736,121.7632,102.8304,115.3425,0.210738,4,-0.11345,818,913,779.125,1.049896,1.171827,0.322142,0.166667,-13.5449,352,357,65.16515
350,UTSA,Amer,17-Apr,96.63118,349,117.3631,321,0.096628,350,4.918114,25.08189,0.918114,17.08189,0-9,0.469022,0.420717,0.53343,0.495849,0.420717,0.545937,0.835598,0.83135,109.56,107.9966,109.8489,107.8725,97.03412,121.8366,99.79978,111.5756,0.217096,2,-0.01686,578,763,613.325,0.942404,1.244039,0.558444,0,-12.6851,345,228,68.42548
351,UMKC,Sum,19-Apr,95.79324,353,116.4447,311,0.095775,351,5.574912,24.42509,2.574912,13.42509,8-Jan,0.429182,0.44685,0.401699,0.412139,0.44685,0.381766,0.87391,0.82517,111.0506,110.8828,109.9505,111.5374,96.82709,119.4473,94.00058,104.3705,0.230866,3,-0.06823,629,765,628.5,1.000796,1.217184,0.356139,0.111111,-14.6343,357,317,68.88122
352,Saint Francis,NEC,15-Jun,98.30747,342,119.5115,345,0.095687,352,8.695951,22.30405,6.695951,11.30405,4-Apr,0.379795,0.501239,0.182448,0.329313,0.501239,0.205143,0.889979,0.784338,107.433,110.8011,105.2585,111.6616,100.4906,120.0711,97.71892,121.7391,0.07395,2,-0.02359,580,602,544.3625,1.065466,1.105881,0.2233,0.5,-11.1095,319,245,69.28479
353,Chicago St.,NEC,19-Mar,98.09206,345,120.062,347,0.089141,353,5.912252,25.08775,3.912252,14.08775,8-Jan,0.469431,0.656126,0.199761,0.394697,0.656126,0.205887,0.840404,0.666277,108.0225,107.4213,106.0688,109.7374,96.10555,121.5968,98.8712,108.6832,0.251971,5,-0.06146,582,658,587,0.991482,1.120954,0.212013,0.111111,-13.2906,350,310,66.64024
354,Maine,AE,18-May,91.86889,362,112.4741,255,0.088899,354,7.593951,23.40605,5.593951,10.40605,5-Mar,0.347792,0.420882,0.210749,0.307453,0.420882,0.201114,0.924837,0.87944,104.9551,111.5421,103.8808,112.5413,92.34847,112.0289,0,0,0,0,-0.03413,505,530,513.1125,0.98419,1.032912,0.19148,0.375,-14.995,359,260,64.21759
355,Louisiana Monroe,SB,20-Mar,98.13913,344,120.1733,348,0.088725,355,4.066359,26.93364,0.663277,17.33672,0-11,0.369555,0.411879,0.323384,0.386244,0.392718,0.381568,0.889133,0.846775,105.3919,109.7725,105.9088,109.8377,96.26674,120.3624,119.3648,127.3728,0.321533,2,-0.13494,760,911,790.975,0.960839,1.151743,0.473,0,-16.4144,363,363,70.70181
356,Bryant,AE,15-Jul,96.1353,351,117.8962,324,0.08734,356,9.772559,20.22744,5.772559,10.22744,5-Mar,0.364357,0.46424,0.189561,0.324012,0.46424,0.201314,0.89721,0.817029,104.8002,108.714,103.5605,110.4096,94.46281,119.6536,98.75267,101.0623,0.433923,2,0.052233,503,561,506.975,0.992159,1.106563,0.213066,0.375,-11.4011,325,64,64.10331
357,VMI,SC,17-Jun,99.81886,322,122.7412,360,0.084921,357,7.392859,23.60714,2.392859,15.60714,9-Jan,0.335917,0.340148,0.330418,0.333348,0.340148,0.328438,0.912018,0.88161,107.5847,112.974,107.5992,113.5424,96.48953,122.0833,99.6979,111.7633,0.211861,2,-0.04548,660,806,662.8625,0.995682,1.215938,0.325963,0.1,-13.85,355,278,66.50262
358,Morgan St.,MEAC,13-Sep,98.49946,340,121.9943,357,0.078702,358,12.41597,16.58403,8.415974,5.584026,2-May,0.294864,0.366211,0.141979,0.250526,0.366211,0.126579,0.92677,0.876528,102.6656,110.8688,100.7633,112.4587,98.13054,118.4134,87.79354,124.2199,0.018141,1,0.060315,525,536,508.0375,1.033388,1.05504,0.111178,0.714286,-10.2254,300,52,70.05429
359,South Carolina St.,MEAC,16-May,96.72854,347,120.4614,349,0.074238,359,8.661006,21.33899,6.661006,7.338994,2-Mar,0.370428,0.451345,0.111491,0.300093,0.451345,0.127233,0.88619,0.803663,106.9255,110.9002,103.6775,112.6201,98.3845,114.837,91.26018,123.2529,0.03059,3,-0.03362,351,354,342.35,1.025267,1.03403,0.135978,0.6,-11.969,333,258,68.42458
360,Delaware St.,MEAC,15-Jun,88.69103,364,111.2155,239,0.068973,360,10.4042,19.5958,4.404195,10.5958,5-Jan,0.283771,0.34652,0.126898,0.236041,0.34652,0.125562,0.928141,0.875129,103.641,111.7279,101.5891,113.6232,88.11169,113.703,69.80201,110.1555,0.005238,2,-0.09436,381,410,403.4375,0.944384,1.016266,0.124672,0.166667,-12.3109,339,344,66.88446
361,Binghamton,AE,18-May,95.97282,352,122.6229,359,0.056356,361,6.848555,24.15145,2.848555,13.15145,7-Jan,0.24917,0.271444,0.207406,0.2373,0.271444,0.20529,0.939852,0.911118,102.8152,112.7476,102.1369,113.1142,95.37396,118.9146,78.6907,110.315,0.020137,1,-0.08857,513,580,524.4875,0.978098,1.105841,0.203174,0.125,-15.7714,361,341,65.37072
362,Western Illinois,OVC,19-Apr,93.08088,360,119.4918,344,0.053532,362,5.887567,25.11243,1.887567,18.11243,0-12,0.29198,0.334325,0.253164,0.268511,0.334325,0.232313,0.929641,0.87143,104.3403,110.8723,103.1132,111.6609,91.43943,119.3905,107.0101,106.5168,0.51328,1,-0.07037,751,919,815.8,0.920569,1.126502,0.201036,0,-16.4108,362,321,65.87836
363,Gardner Webb,BSth,20-Mar,94.17715,358,123.9067,362,0.040893,363,4.624273,26.37573,1.624273,14.37573,7-Jan,0.42786,0.458429,0.370543,0.415803,0.458429,0.375841,0.856926,0.799882,109.3856,108.8441,108.6223,109.5753,94.05642,123.8088,91.1829,120.0076,0.040742,3,-0.06002,513,687,557.325,0.920468,1.232674,0.381138,0.125,-15.209,360,305,70.11523
364,Coppin St.,MEAC,21-Mar,93.65638,359,126.3926,364,0.030851,364,4.506708,26.49329,2.506708,11.49329,6-Jan,0.383292,0.489153,0.126199,0.328592,0.489153,0.133625,0.894823,0.824995,105.6859,110.861,103.6635,111.8942,95.44293,128.0208,86.05562,121.0322,0.019413,3,-0.0123,478,547,475.275,1.005734,1.150913,0.141051,0.142857,-16.8126,365,214,68.96442
365,Mississippi Valley St.,SWAC,21-Jan,88.13223,365,119.393,343,0.029564,365,2.308503,29.6915,1.308503,16.6915,0-8,0.426032,0.540568,0.225593,0.356628,0.540568,0.213563,0.879667,0.770052,107.7314,109.9636,105.7036,111.6718,85.34854,117.0809,105.9375,131.7682,0.075212,2,-0.06672,490,613,554.05,0.884397,1.106398,0.203939,0,-16.4378,364,314,66.96655
